sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
1,47.00334609807659,45.39230861161576,47.045377101239396,56.52276372160628,63.60470028617454,66.04620200998843,69.2464276429642,75.26193092392177,86.27450030826388,83.52770376816426,81.36554667641751,86.40703745679102,76.72598843114092,75.52147962718364
2,168.98093663854868,163.18912294822283,169.1320415889811,203.20403434995563,228.66418502515407,237.44158668574747,248.94666387294515,270.5728982403335,310.1640006584501,300.2890387539709,292.5159042677434,310.64048272529675,275.8363066867529,271.50599740499706
3,261.8874971215498,252.9113154212541,262.1216803262273,314.9266243845124,354.3848926915907,367.98815349633026,385.8187794159293,419.335225136395,480.6937128262912,465.389447689766,453.3426051530739,481.43216710635403,427.49248175824494,420.78134686859175
4,342.2668849240297,330.5357034707724,342.5729444222779,411.5849587798342,463.15389096025086,480.93231013497905,504.2355714850783,548.038996988606,628.229837239078,608.228335785579,592.4840359869133,629.1949403802129,558.6999061353708,549.9289672465989
5,10.258368192077816,9.906763102668423,10.267541358282338,12.33595838645587,13.881574152633265,14.414426081349475,15.112867693831486,16.42573693909656,18.82920394439574,18.229722150093856,17.75783652114375,18.858129860986498,16.74526399855508,16.482382824610344
6,135.93052484754912,131.2715124736905,136.0520756900757,163.46004223785147,183.94052786434617,191.00118712127934,200.25602504310078,217.65245712894702,249.50006928000894,241.55651788760176,235.30370457361488,249.88335782554145,221.8864132593902,218.4030545733134
7,184.65911243682353,178.3299300051821,184.82423701588388,222.05745436781172,249.87981658045803,259.4715920338847,272.04411875889286,295.67685108404703,338.94124515331873,328.15007700794945,319.6557453772216,339.46193557737627,301.42860244394905,296.6965238766703
8,108.53674482491812,104.81665297855206,108.63379979320692,130.51829906003564,146.8713974154367,152.50913752513563,159.89886829416838,173.78943564306329,199.21886848899328,192.8761635561,187.88346597136555,199.52491373605926,177.17013189686793,174.38876683358725
9,307.3056475627561,296.772760882908,307.5804442680313,369.54314850822203,415.8445138925487,431.80693636980544,452.72985978118345,492.0589349349669,564.0585912769548,546.1001657700314,531.964085248759,564.9251128681894,501.63087348134854,493.7558520472834
10,17.54115324145801,16.939931035515965,17.556838768735844,21.09369954221176,23.736603608364188,24.647746312701486,25.842036781259573,28.086959188604695,32.196733985272594,31.171658474000314,30.36476424142169,32.24619545185946,28.63333001579755,28.183820028427423
11,322.3961475384429,311.34603467857903,322.6844383649851,387.68987284539753,436.2649053710473,453.01117590939685,474.96153691502286,516.2218990866628,591.7571585680507,572.9168696075105,558.0866250692264,592.6662314243049,526.2638756539759,518.0021447282311
13,2.9377954174965835,2.8371026171316,2.9404224323526496,3.5327764942328654,3.9754105301795426,4.12800886990336,4.328028846776795,4.7040088447934885,5.3923146476330714,5.220634821446605,5.0854960340337385,5.400598462721016,4.795515126637451,4.720231115213744
14,5.998329406602747,5.792736947078406,6.0036931907413145,7.213149358905826,8.116910300995082,8.428482408131163,8.8368790248739,9.604547142594559,11.009915574078533,10.659383285886642,10.383459728485906,11.026829294940423,9.791382760216035,9.637669435972835
15,26.524079012609743,25.61496744650973,26.54779718889752,31.895904768879962,35.892255254416675,37.26999939409427,39.07589290155037,42.470453024819136,48.68486720445325,47.134844610122535,45.914735186008315,48.759658173426075,43.296623504670876,42.61691685951238
16,646.818179738552,624.6485169169127,647.3965729640389,777.8159254431822,875.271228054189,908.8689999560168,952.9076544457391,1035.6876521565719,1187.2328223357679,1149.433855120281,1119.680175212593,1189.0566805134217,1055.8347074295327,1039.259330212152
17,220.1736096872021,212.62716952536022,220.3704917914212,264.7645742521326,297.9378622504648,309.3743724612055,324.36490585760595,352.54279491022874,404.12799797687995,391.26142230696615,381.13342140661865,404.7488299990935,359.4007497775585,353.75857590521485
